Ree,Network,Ksyn,CV,ST,fexp,taus
1,17,0.3,1.80920480537242,0.00231671899148778,-1.53534657382254,170.482586902195
1,17,0.4,1.78764287392324,0.0769897657630148,-1.50465985749826,166.32785503218
1,17,0.5,1.66234024137946,0.106648495159692,-1.51806843414448,177.698910494064
1,18,0,1.56508428469259,0.10930472472873,-1.54686879050585,NaN
1,18,0.1,1.57148292477633,0.0881582989265974,-1.52008572059307,158.752866257107
1,18,0.2,1.68300776968897,0.164496220481821,-1.57561600541318,98.4242032900773
1,18,0.3,1.74593674256427,0.0818493335514996,-1.52853990043845,64.185123044949
1,18,0.4,1.77161175194581,0.10472642158181,-1.52547344045813,45.6679094334476
1,18,0.5,1.87610386840995,0.0812352682435935,-1.57343973223242,30.5322301824527
1,19,0,1.59745700285743,0.113133476052544,-1.50521565922988,15.543023204267
1,19,0.1,1.76656223941847,0.0941832971193877,-1.52452257269351,62.4806534485501
1,19,0.2,1.76408156089362,0.0258705520870952,-1.53396919155842,128.256943616467
1,19,0.3,1.87265832012131,0.191718031251197,-1.55958005947854,50.3983356219202
1,19,0.4,1.90990329405651,0.0550329883444033,-1.53889196233793,39.1376807505056
1,19,0.5,1.88251674781249,0.0586967156694306,-1.55361410627482,373.773863643347
1,20,0,1.53058032640268,0.0901321775747593,-1.54733263572342,NaN
1,20,0.1,1.62923824200868,0.108119410695211,-1.51832760957546,NaN
1,20,0.2,1.66830176407507,0.171558365936104,-1.58076573421552,26.1602879464598
1,20,0.3,1.69740187397136,0.108914937514223,-1.54495308833464,98.4682062760515
1,20,0.4,1.80918254122908,0.043382700628238,-1.5422070414333,97.9434818076722
1,20,0.5,1.87088064933952,0.0594626163945224,-1.53044382560121,175.703477636267
1,21,0,1.47175353728482,0.0870955872961843,-1.51056652943647,NaN
1,21,0.1,1.59924691518527,0.0924999356125152,-1.53049908664266,NaN
1,21,0.2,1.558865265484,0.0963080319015502,-1.51334887649863,86.1765207339146
1,21,0.3,1.69008015174839,0.140412924099037,-1.53274246170039,NaN
1,21,0.4,1.68728740487616,0.0492537369443311,-1.51865190760642,89.5845959997719
1,21,0.5,1.74561999677901,-0.00101595142913991,-1.55873143979541,105.114079835051
1,22,0,1.43414616614665,0.0932002631018392,-1.48619006083454,6.44868467542281
1,22,0.1,1.51808325973294,0.0640219643995249,-1.49595492628146,98.1295792174931
1,22,0.2,1.65214925546576,0.0697746682390841,-1.53625897086096,NaN
1,22,0.3,1.66670179480413,0.094149807871187,-1.52005763468314,127.93183608938
1,22,0.4,1.67753657949122,0.108871546560267,-1.57154646737064,270.314656987895
1,22,0.5,1.72997546854621,0.00777887082236139,-1.54144699122628,69.0325568584924
1,23,0,1.66787895664819,0.0709819852121443,-1.56319590073142,NaN
1,23,0.1,1.74003214413866,0.104324532817909,-1.57011317291015,22.2437379144476
1,23,0.2,1.61108310095702,0.109159047093238,-1.53547401505227,21.7247353596256
1,23,0.3,1.79308313458743,0.0628685057319531,-1.55097806698007,98.2905974279782
1,23,0.4,1.87211613212781,0.0496695431938096,-1.53368161787436,212.366567571608
1,23,0.5,1.95221548551369,0.125408398186541,-1.60143320261506,75.8461450795273
1,24,0,1.53319964283669,0.106043600417426,-1.52352513960964,7.11770893391578
1,24,0.1,1.59736918547999,0.0923205768229078,-1.53142062783523,NaN
1,24,0.2,1.66942167556058,0.0649845553927387,-1.53291362379572,12.1823577039509
1,24,0.3,1.73053100256992,0.0584426387757968,-1.54374607051205,153.80134912441
1,24,0.4,1.80429615625614,0.0440984516987527,-1.57372759360791,14.8642255076869
1,24,0.5,1.79845291320762,0.105456793695112,-1.54634522250351,424.411397603484
1,25,0,1.40597877517917,0.131740333690293,-1.51190588958488,6.00460007609006
1,25,0.1,1.47876389000056,0.158732029546237,-1.5058538649753,4.71438020843846
1,25,0.2,1.49931043009922,0.142641758721195,-1.51102243478633,23.7978221911703
1,25,0.3,1.60827511114176,0.0955475332283617,-1.49856788932227,143.222209458119
1,25,0.4,1.55690288286486,0.0764974372464166,-1.54410023571798,133.309181547631
1,25,0.5,1.62840062450268,0.0334877038074061,-1.52108091546122,97.4870177272994
1,26,0,1.46859100416881,0.137489891131056,-1.51191354154826,14.7966210138487
1,26,0.1,1.51868133161651,0.126859301968368,-1.56963033449299,14.0329887247627
1,26,0.2,1.67039944540164,0.204642974217598,-1.54494810248787,31.2418913475404
1,26,0.3,1.72405849573711,0.151157242621091,-1.54716683445427,37.3969897707431
1,26,0.4,1.74704889635009,0.0807210797489327,-1.55135129942793,99.6519881481791
1,26,0.5,1.72804857341313,0.0709491136805543,-1.58575634524582,129.832622107633
1,27,0,1.69994418585177,0.168316067132745,-1.55084821792913,NaN
1,27,0.1,1.74552233039976,0.124515455062122,-1.50699972540789,26.7763376252769
1,27,0.2,1.87148575779835,0.0970795766611163,-1.61134043382952,58.1402235531618
1,27,0.3,1.94010023286816,0.065812474363879,-1.55259330624005,201.647511582242
1,27,0.4,2.0312025756699,0.0515100535232694,-1.57455907306601,114.359170993408
1,27,0.5,2.00418746097186,0.0730133793487354,-1.60364900155645,10.349394759217
1,28,0,1.60978320112279,0.114458964745038,-1.52660753810386,146.469230571723
1,28,0.1,1.65956816368158,0.019036334967834,-1.51928806030181,20.7024296585089
1,28,0.2,1.75101954169955,0.0521927419702829,-1.55115355952567,236.332954527389
1,28,0.3,1.78208466146933,0.118759587128956,-1.52727843661886,2.98656040906405
1,28,0.4,1.83109594498421,0.0729560055992806,-1.48247948477738,50.8211385918886
1,28,0.5,1.84804870753655,0.114443691091558,-1.54115805129726,15.5517992726569
1,29,0,1.58545192234394,0.174680863744974,-1.51645576608341,NaN
1,29,0.1,1.75960552979764,0.131721845282664,-1.57440944027769,NaN
1,29,0.2,1.79005702855353,0.126742781740884,-1.53264377424661,33.1158705670391
1,29,0.3,1.88423903960149,0.0293575951799808,-1.54392340749968,116.534077703856
1,29,0.4,1.80796682612411,0.0736896872010389,-1.56151269632604,72.7634267541674
1,29,0.5,1.93239490155121,0.0238308600286056,-1.5475572404031,199.066377080421
1,30,0,1.63124972703838,0.0459432796200885,-1.49049069502147,NaN
1,30,0.1,1.67023051498162,0.0235783847056235,-1.53606665511203,67.8910864471263
1,30,0.2,1.76819051097493,0.0521009113391686,-1.55375152182182,108.525283599872
1,30,0.3,1.78214810373358,0.100628865585077,-1.57158263765312,72.367708211547
1,30,0.4,1.89932386194631,0.0155567937982032,-1.55792029256855,157.232448196751
1,30,0.5,1.90932340470761,0.0784784445580619,-1.59795278340694,202.391148515437
1,31,0,1.67134921708541,0.0906777181249705,-1.54229548768334,6.64889113510629
1,31,0.1,1.73817019198447,0.0981478911924321,-1.52002993509969,NaN
1,31,0.2,1.90928655259362,0.111492397029781,-1.53736241776796,19.8064843970202
1,31,0.3,1.89478807640728,0.0426588717855685,-1.58578573498893,32.000006679373
1,31,0.4,1.92585210684387,0.0881472028461954,-1.55187286351847,96.009493958964
1,31,0.5,2.08864011121496,0.0505743753745931,-1.5704882690402,88.9273604467857
1,32,0,1.49732777842753,0.195367576023666,-1.52982875069339,NaN
1,32,0.1,1.51118589214001,0.194984030184409,-1.53869905641237,NaN
1,32,0.2,1.60283791666799,0.154649079245193,-1.51756037612782,14.8244626685611
1,32,0.3,1.70841916908723,0.121163213327223,-1.5135352370637,130.929300508915
1,32,0.4,1.67235272415642,0.0937601752000778,-1.56203296735553,374.397883169313
1,32,0.5,1.80310711427166,0.136071223497788,-1.5320048733474,187.224098323229
1,33,0,1.49111732828508,0.140086515789248,-1.57264865032991,83.6183161159704
1,33,0.1,1.59851805575247,0.159060008236511,-1.55296740510868,37.5913790469115
1,33,0.2,1.63765450640908,0.034932894889915,-1.53970699976882,58.7540635911281
1,33,0.3,1.64227170961539,0.172302849629403,-1.57196960932157,106.660880414054
1,33,0.4,1.69877950906997,0.0449274015705777,-1.51802610856294,119.913749154843
1,33,0.5,1.80286480164605,0.0569559504121875,-1.54248712206382,78.4773001941026
1,34,0,1.45382239632898,0.146959811950362,-1.53157974075429,12.6073838486856
1,34,0.1,1.54099576101677,0.160231971594301,-1.50313167601065,NaN
1,34,0.2,1.67877489083336,0.0402789600941346,-1.50980252545327,NaN
1,34,0.3,1.71490533591376,0.0384992009332796,-1.52643690256026,NaN
1,34,0.4,1.77743686382679,0.0730130355325365,-1.49287552040826,252.87101697985
1,34,0.5,1.82840319952858,0.0651186895820333,-1.53852662970632,432.403192368547
1,35,0,1.42627409946614,0.0446649136789909,-1.55141265943445,NaN
1,35,0.1,1.51272365703951,0.17810210067943,-1.55778610718702,14.9714695568123
1,35,0.2,1.54677173573335,0.126225673441597,-1.50239963973423,19.41874090445
1,35,0.3,1.65810383573918,0.0851284705185628,-1.51245699096454,80.093283832487
1,35,0.4,1.72069274152998,0.130149015523201,-1.49834399201467,122.673982264016
1,35,0.5,1.65683321947412,0.0881120747576248,-1.55403958537335,162.596755948699
1,36,0,1.59189528652951,0.0875762268777422,-1.51797300738856,NaN
1,36,0.1,1.71429325387983,0.112232650504049,-1.5310212169337,3.97939423023886
1,36,0.2,1.80021193727036,0.114534190655831,-1.53021319312754,17.2868518202005
1,36,0.3,1.81692734776461,0.139689389191498,-1.55050054744506,22.5624072380219
1,36,0.4,1.85842208385415,0.0967280223900271,-1.58268858387596,408.814016284345
1,36,0.5,1.86847725453369,0.0900290275414605,-1.5752067640527,823.226455999389
1,37,0,1.64412475906947,0.163501638373605,-1.47108727472925,NaN
1,37,0.1,1.77522291492882,0.1075218265454,-1.55695437722836,35.0712176760991
1,37,0.2,1.80711058211835,0.0991806279786995,-1.53746416035407,254.989055026737
1,37,0.3,1.97305302950935,0.151186001951963,-1.5725053463995,57.2588922828456
1,37,0.4,2.03172265804976,0.0928833039821378,-1.59130555497931,NaN
1,37,0.5,1.93594333257068,0.000219065811196684,-1.53521770546401,88.8261748266735
1,38,0,1.83349939949633,0.0702570566411727,-1.52847123742784,NaN
1,38,0.1,1.88190661283966,0.114816409524053,-1.59526276325153,22.2429070085807
1,38,0.2,2.06406000597062,0.0992320454976883,-1.59490920525914,39.0418825462842
1,38,0.3,2.07129401688278,0.0733541589039295,-1.59361281290202,45.4597887249531
1,38,0.4,2.12642637732031,0.086872482153084,-1.59914569279158,19.016698349716
1,38,0.5,2.07906041838417,-0.0315000689127867,-1.61127891793273,NaN
1,39,0,1.60041862645949,0.0906682182216639,-1.53730090327077,29.9720381942191
1,39,0.1,1.70681839690068,0.029441204149717,-1.55297529818657,NaN
1,39,0.2,1.81136378092871,0.0639995577799491,-1.53640467379686,18.1399138028937
1,39,0.3,1.85402477812317,0.0568495896919714,-1.55042166162371,63.4095749498391
1,39,0.4,1.94421531997884,0.0984178820140231,-1.57855984691715,80.4345268285546
1,39,0.5,1.9429139780121,0.0332700072526004,-1.55580151208875,249.791374094516
1,40,0,1.55174437089913,0.107666253120341,-1.53115363845511,NaN
1,40,0.1,1.62191371988931,0.133854207579337,-1.56188031307716,97.4118996899402
1,40,0.2,1.61819835135071,0.0663552666161253,-1.56801378841097,76.3379474127753
1,40,0.3,1.76650435074911,0.0570711707112457,-1.58864118158997,39.5203270479135
1,40,0.4,1.8100183980825,0.10374498882133,-1.57168323573527,38.0864219873493
1,40,0.5,1.8980140873144,0.123561948378578,-1.52796634706408,86.7266610058548
1,41,0,1.65292189514984,0.134860972858164,-1.57705438137827,31.6225526234931
1,41,0.1,1.72384561728998,0.122690274688607,-1.5415037229827,16.6168474696053
1,41,0.2,1.77351590272368,0.0925636062778591,-1.57639846435329,17.161210701868
1,41,0.3,1.84976330759631,0.0892075495774365,-1.51355113338727,65.2945563873752
1,41,0.4,1.81660999348027,0.0826582575323486,-1.57739406587933,94.731612383797
1,41,0.5,1.87629303634025,0.0396174148103552,-1.56479131097545,141.135917235976
1,42,0,1.59500214524934,0.126076422429718,-1.56645987240284,NaN
1,42,0.1,1.57264397358722,0.122099710178048,-1.54471066048589,8.38284572739482
1,42,0.2,1.74249417215039,0.149468615252793,-1.54673016269242,NaN
1,42,0.3,1.82629639321743,0.135453670142628,-1.55879102534533,79.8956442706715
1,42,0.4,1.84279110335544,0.0483657302256763,-1.58491485439501,3.31317218178069
1,42,0.5,1.95200416813502,0.0460228626877404,-1.56061122418517,152.145592424161
1,43,0,1.46277831698918,0.0690828781686382,-1.54670184762882,95.468785530375
1,43,0.1,1.58432698911872,0.0753337437679492,-1.54794133756272,29.6998613047256
1,43,0.2,1.63892132509685,0.0729964848207419,-1.51837493397753,26.4067074474241
1,43,0.3,1.68649831297968,0.0456090749287593,-1.60276342563099,83.6373028757923
1,43,0.4,1.67139326695692,0.114547191612906,-1.54366026715071,196.906398977983
1,43,0.5,1.76784004360642,0.0914797261217054,-1.541542120866,87.2369498762297
1,44,0,1.60797869515972,0.0980590205562086,-1.53865562900464,3.1576320237682
1,44,0.1,1.65035785286118,0.118773273572506,-1.53572284495496,NaN
1,44,0.2,1.80256608104772,0.120083165549417,-1.56232440520352,NaN
1,44,0.3,1.88022714393585,0.0832535170530464,-1.60091395867853,49.8902046387571
1,44,0.4,1.86512164295632,0.0369500368911592,-1.52474178039128,28.7968607818159
1,44,0.5,1.89027204097425,0.0447028598720896,-1.55296123401137,20.7929325678053
1,45,0,1.60390239663593,0.135939945332239,-1.55957078909929,18.7875265590155
1,45,0.1,1.70845504160677,0.0546261595315352,-1.54551572265399,NaN
1,45,0.2,1.80372449884933,0.089385209393616,-1.60072576765309,5.34485630807254
1,45,0.3,1.88383699331378,0.0849298601382846,-1.58854613013251,80.3708243001221
1,45,0.4,1.95681740597397,0.0823508327226669,-1.5331448599147,43.196943759242
1,45,0.5,1.93174747052075,0.0325617162441052,-1.554424849855,157.203539191938
1,46,0,1.53302358971729,0.0902760828175446,-1.57474689117165,NaN
1,46,0.1,1.6185497215007,0.108376998750964,-1.51008505744989,141.791395383526
1,46,0.2,1.6177938463195,0.128875936602033,-1.48626342164311,36.7212482847048
1,46,0.3,1.75011354747115,0.124133350701801,-1.49731732842038,25.4615419088721
1,46,0.4,1.68045900012078,0.0521681747991781,-1.57651848988077,37.592974701264
1,46,0.5,1.68665995118228,0.106660503196415,-1.57716754467545,87.2696359763826
1,47,0,1.47683706840396,0.123922251917568,-1.52964519386211,60.4275146943151
1,47,0.1,1.56846827736075,0.00213583039225662,-1.51186565161946,65.4559843231028
1,47,0.2,1.62493133674435,0.104968461262718,-1.52410318228111,63.8219658252825
1,47,0.3,1.7361928885252,0.103802731373986,-1.54248117826222,50.3845674647802
1,47,0.4,1.7861471206548,0.0568899118891368,-1.54876944318294,152.134342123044
1,47,0.5,1.74529275442922,0.102971851424364,-1.61418193801369,48.5953936825758
1,48,0,1.60568894275863,0.143631691445256,-1.57662737055695,70.9587963422356
1,48,0.1,1.68822828929921,0.131848815755113,-1.51865910826375,22.3388959660599
1,48,0.2,1.7256826952577,0.124397777659273,-1.53186683368538,NaN
1,48,0.3,1.76984304707131,0.108693505754907,-1.56908024705797,76.3403383571906
1,48,0.4,1.70997095106373,0.100290329525514,-1.52149460072611,217.899338117841
1,48,0.5,1.86322439094251,0.0819590325395572,-1.54242376687669,29.605688698905
1,49,0,1.53516689444547,0.146564300591672,-1.4970990575944,12.4447240291445
1,49,0.1,1.58307548303351,0.0886476312968502,-1.56001507592585,3.53965712622876
1,49,0.2,1.60426931209877,0.0585974354525656,-1.52036663658777,118.253216227459
1,49,0.3,1.71135868939492,0.125064269944331,-1.60626050091218,65.4336825555187
1,49,0.4,1.69105871346294,0.0305205041858825,-1.57222814398391,57.8380381244426
1,49,0.5,1.74940214838905,0.0429526666525244,-1.55563467777991,198.994380394559
1,50,0,1.61182183877076,0.0727535213254039,-1.54344124151509,NaN
1,50,0.1,1.6620825562626,0.0959365414110744,-1.52808227156406,19.0481680523901
1,50,0.2,1.7715802757058,0.0786088951056118,-1.59085854022218,28.7484687712059
1,50,0.3,1.85283589587186,0.0596979070032275,-1.57193578143921,47.3616824869828
1,50,0.4,1.91908405423793,0.0349688623396983,-1.51906516947907,NaN
1,50,0.5,1.88514781190545,0.0841601301629882,-1.57883928975697,169.900033151911
1.1,1,0,1.75677637545376,0.119692587944734,-1.55423907010513,32.5565589869007
1.1,1,0.1,1.91741645928806,0.107247355112449,-1.53450768551762,18.9032354910029
1.1,1,0.2,1.93494619836246,0.0773737355432988,-1.58536093931751,NaN
1.1,1,0.3,2.03589349220133,0.140699242631715,-1.58931878692736,376.297802181743
1.1,1,0.4,1.98061832430797,0.0520380956158818,-1.64410491445547,195.642157981556
1.1,1,0.5,2.15401523226418,0.0304156511948152,-1.55838590021747,97.3757616702257
1.1,2,0,1.57643119731619,0.155987745395192,-1.54272663552951,NaN
1.1,2,0.1,1.58892792982996,0.0446932458752933,-1.54797920220963,8.68639756494492
1.1,2,0.2,1.6527733952171,0.145542536663417,-1.54774184456736,11.3438063780048
1.1,2,0.3,1.6805182796857,0.085782752992411,-1.58176781151142,66.882285745631
1.1,2,0.4,1.82440431197774,0.0800980430884549,-1.5584907428607,179.908782383178
1.1,2,0.5,1.86416560388864,0.0927160325051517,-1.55105610452011,43.2167017815619
1.1,3,0,1.4839421796662,0.19426356929882,-1.53515777738653,5.98090127840687
1.1,3,0.1,1.55861471541231,0.0815035909934811,-1.52112198663196,NaN
1.1,3,0.2,1.61607173070988,0.141548602421881,-1.51785518866025,136.748919339433
1.1,3,0.3,1.64438865572259,0.0453610496865327,-1.54682284693925,60.9581986253073
1.1,3,0.4,1.68067091823379,0.0777798408885949,-1.51915052615278,47.1827947421163
1.1,3,0.5,1.75435242321634,0.10712196182876,-1.52767083530314,174.480084736425
1.1,4,0,1.61331821639442,0.18408111179435,-1.51375915422812,NaN
1.1,4,0.1,1.67061094811648,0.173543056675964,-1.56247537909681,28.8174022819221
1.1,4,0.2,1.70865488084588,0.137171354167362,-1.57323454787732,98.5263957461495
1.1,4,0.3,1.7714426441249,0.107914233961254,-1.5618259481079,NaN
1.1,4,0.4,1.84691493903604,0.133759890773203,-1.52505430196385,116.817803218926
1.1,4,0.5,1.85371091626333,0.108581519266034,-1.52320586455391,151.627651696993
1.1,5,0,1.54911168833637,0.14441249678453,-1.48418418004081,16.0516681160467
1.1,5,0.1,1.55124784484143,0.0894564903062423,-1.53005709451531,14.5318171838223
1.1,5,0.2,1.5017054208887,0.0979853764563927,-1.50651281489585,23.612763124063
1.1,5,0.3,1.66045549707667,0.116419457366958,-1.54182536517813,97.7351843244056
1.1,5,0.4,1.69965605576057,0.0678600519070613,-1.51513249942327,127.491797378879
1.1,5,0.5,1.72570224735556,0.151964470385877,-1.53162030758822,137.115154243208
1.1,6,0,1.54644936063828,0.185579758553912,-1.50703053173922,74.4872257395783
1.1,6,0.1,1.548065686036,0.097867706189147,-1.54545516772337,81.0152529836543
1.1,6,0.2,1.60960864217425,0.191879697383416,-1.54279772382812,739.836330290184
1.1,6,0.3,1.67238328971076,0.059463970977597,-1.55141380494985,420.953880254945
1.1,6,0.4,1.76997064709922,0.100130840285152,-1.58157977325107,26.1139493108415
1.1,6,0.5,1.80301558531713,0.089666154757877,-1.55413551402576,108.307766020961
1.1,7,0,1.48468506329625,0.160069684865064,-1.49799082483724,NaN
1.1,7,0.1,1.57638471003913,0.101650411446466,-1.54280875837226,11.9899355599104
1.1,7,0.2,1.59937262871666,0.0807070579607946,-1.58196485980103,21.9999919986901
1.1,7,0.3,1.69808362961643,0.121540691985398,-1.55091079626649,32.3814230824679
1.1,7,0.4,1.7318782761271,0.143131261588654,-1.5360335312031,154.516038919237
1.1,7,0.5,1.70626311427011,0.0786685565480149,-1.53003569203617,72.7212361865793
1.1,8,0,1.45667484597579,0.187140729810968,-1.55626153212066,12.753189882337
1.1,8,0.1,1.58125189911514,0.0819853817054454,-1.49391985296858,4.17686893663518
1.1,8,0.2,1.66136725889975,0.117451456521061,-1.57995112812894,1.26144923271492
